specialites,formation,nb_candidats_voeu,nb_candidats_admis,nb_candidats_acceptes
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Electronique, Génie électrique, EEA",1,1.0,1
"['Physique-Chimie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Las,214,73.0,18
"['Physique-Chimie', 'Langues, Littératures et Cultures Etrangères et Régionales']",BTS agricole,17,8.0,2
"['Sciences économiques et sociales', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Génie civil,1,1.0,0
"['Sciences économiques et sociales', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Lettres - Langues - Sciences humaines,364,252.0,31
"['Sciences de la vie et de la terre', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Archéologie, Ethno, Préhistoire, Anthropologie",27,22.0,5
"['Sciences de la vie et de la terre', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Sciences économiques - Gestion,171,99.0,19
"['Sciences de la vie et de la terre', 'Langues, Littératures et Cultures Etrangères et Régionales']",BUT Production,527,102.0,47
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Sciences de l'ingénieur""]","Licence Mécanique, Génie mécanique, Ingénierie mécanique",1,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Sciences de l'ingénieur""]","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",0,0.0,0
"['Physique-Chimie', 'Mathématiques']",Licence Mathématiques et informatique,719,257.0,19
"['Sciences économiques et sociales', 'Mathématiques']",Licence Histoire,820,620.0,104
"['Numérique et Sciences Informatiques', ""Littératures, langues et culture de l'antiquité""]",Licence Mathématiques,0,0.0,0
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",Licence Sciences du langage - Linguistique,4,4.0,1
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",BTS production,160,108.0,28
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Licence Langues et littératures étrangères,38,31.0,9
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence Sciences économiques,3,1.0,0
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence Las,27,5.0,0
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",DCG,4,2.0,2
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]","Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers",0,0.0,0
"['Physique-Chimie', 'Sciences de la vie et de la terre']",Ecoles de Commerce,393,318.0,199
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Sciences Po,1,0.0,0
"['Sciences économiques et sociales', ""Sciences de l'ingénieur""]",Licence Langues et littératures françaises,0,0.0,0
"['Sciences économiques et sociales', ""Sciences de l'ingénieur""]",Licence Pluri Lettres - Langues - Sciences humaines,0,0.0,0
"['Sciences économiques et sociales', ""Sciences de l'ingénieur""]",Licence Pluri Sciences humaines et sociales,0,0.0,0
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]","Licence Archéologie, Ethno, Préhistoire, Anthropologie",0,0.0,0
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Licence Géographie,1,1.0,1
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Arts,1799,1495.0,711
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Pluri Sciences,11,5.0,1
"['Arts', 'Humanités, Littérature et Philosophie']",D.E social,61,20.0,16
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Droit - Sciences éco - AES,0,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",DCG,0,0.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Arts,3002,2368.0,1107
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Langues et littératures françaises,776,601.0,121
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence STAPS,130,50.0,22
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Sociologie, Démographie",241,184.0,41
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",D.E sanitaire,93,17.0,13
"['Arts', 'Sciences économiques et sociales']",CPGE ECG,44,16.0,5
"['Arts', ""Sciences de l'ingénieur""]",Autres formations,11,2.0,2
"['Arts', ""Sciences de l'ingénieur""]",DCG,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Licence Langues et littératures étrangères,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Licence Physique et chimie,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",Licence STAPS,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",BTS service,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Biologie-Ecologie']",DCG,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Electronique, Génie électrique, EEA",0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Lettres - Langues - Sciences humaines,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences de l'éducation,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences économiques,0,0.0,0
"['Biologie-Ecologie', 'Mathématiques']",Licence Chimie,22,14.0,2
"['Biologie-Ecologie', 'Mathématiques']",Licence LEA,10,9.0,1
"['Biologie-Ecologie', 'Mathématiques']",Licence Sciences politiques,1,1.0,1
"['Biologie-Ecologie', 'Mathématiques']",BUT Production,149,72.0,31
"['Physique-Chimie', 'Biologie-Ecologie']",Licence Physique et chimie,47,32.0,4
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Mathématiques et informatique,1,0.0,0
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Pluri Sciences économiques - Gestion,30,11.0,0
"['Arts', 'Humanités, Littérature et Philosophie']",Licence Sciences et technologies industrielles,9,9.0,4
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Chimie,0,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",BTS service,3,1.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Chimie,0,0.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences juridiques,437,310.0,146
"['Arts', 'Mathématiques']",Licence Sciences de gestion,20,13.0,3
"['Arts', 'Mathématiques']",Ecoles de Commerce,20,15.0,11
"['Arts', 'Mathématiques']",Formations d'ART,637,281.0,161
"['Arts', 'Mathématiques']",Ensemble des candidats bacheliers,1516,1365.0,1043
"['Arts', 'Numérique et Sciences Informatiques']",Licence MASS,4,2.0,1
"['Arts', 'Numérique et Sciences Informatiques']",Licence Pluri Lettres - Sciences du langage - Arts,2,1.0,0
"['Arts', 'Numérique et Sciences Informatiques']",Licence Las,22,9.0,2
"['Arts', 'Numérique et Sciences Informatiques']",D.E social,1,0.0,0
"['Arts', 'Physique-Chimie']",Licence AES,5,4.0,1
"['Arts', 'Physique-Chimie']",Licence LEA,28,25.0,4
"['Arts', 'Physique-Chimie']",Licence MASS,6,3.0,1
"['Arts', 'Sciences de la vie et de la terre']",Licence Sciences religieuses,0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Lettres - Sciences du langage - Arts,0,0.0,0
"['Physique-Chimie', 'Biologie-Ecologie']",CPGE S,208,82.0,48
"['Humanités, Littérature et Philosophie', 'Mathématiques']",Licence Pluri Droit - Sciences éco - AES,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Numérique et Sciences Informatiques']",Formations d'ART,17,6.0,5
"['Humanités, Littérature et Philosophie', 'Numérique et Sciences Informatiques']",CUPGE,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",BUT Production,15,7.0,3
"['Humanités, Littérature et Philosophie', 'Physique-Chimie']",Formations des écoles nationales vétérinaires,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Sciences économiques et sociales']",BTS agricole,52,33.0,14
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",Licence Langues et littératures françaises,381,351.0,79
"['Humanités, Littérature et Philosophie', 'Sciences de la vie et de la terre']",Licence Mathématiques et informatique,0,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Arts,10,9.0,6
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Informatique,0,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Sciences humaines et sociales,1,1.0,1
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Pluri Sciences économiques - Gestion,0,0.0,0
"['Langues, Littératures et Cultures Etrangères et Régionales', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences de l'information et de la communication,2,0.0,0
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",BUT Service,128,31.0,16
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",BTS agricole,6,6.0,2
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",CPGE S,12,1.0,0
"['Numérique et Sciences Informatiques', 'Langues, Littératures et Cultures Etrangères et Régionales']",CUPGE,1,0.0,0
"['Physique-Chimie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Droit - Sciences éco - AES,1,0.0,0
"['Sciences économiques et sociales', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Droit - Sciences éco - AES,31,7.0,0
"['Sciences économiques et sociales', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Pluri Lettres - Sciences du langage - Arts,77,59.0,10
"['Sciences économiques et sociales', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences de gestion,1792,785.0,233
"['Sciences de la vie et de la terre', 'Langues, Littératures et Cultures Etrangères et Régionales']",D.E social,56,17.0,12
"['Mathématiques', ""Littératures, langues et culture de l'antiquité""]","Licence Sociologie, Démographie",0,0.0,0
"['Mathématiques', ""Littératures, langues et culture de l'antiquité""]",CPGE ECG,1,1.0,0
"['Mathématiques', ""Littératures, langues et culture de l'antiquité""]",D.E social,0,0.0,0
"['Numérique et Sciences Informatiques', 'Mathématiques']","Licence Mécanique, Génie mécanique, Ingénierie mécanique",24,17.0,2
"['Physique-Chimie', 'Mathématiques']",Licence MASS,3551,2808.0,380
"['Sciences économiques et sociales', 'Mathématiques']",Licence Arts,521,320.0,99
"['Sciences économiques et sociales', 'Mathématiques']","Licence Electronique, Génie électrique, EEA",0,0.0,0
"['Sciences économiques et sociales', 'Mathématiques']",Licence Mathématiques et informatique,27,6.0,1
"['Sciences économiques et sociales', 'Mathématiques']",Licence Pluri Sciences,105,64.0,10
"['Sciences économiques et sociales', 'Mathématiques']",D.E social,146,58.0,48
"['Sciences de la vie et de la terre', 'Mathématiques']",Licence Sciences de l'éducation,1097,691.0,195
"['Mathématiques', ""Sciences de l'ingénieur""]","Licence Archéologie, Ethno, Préhistoire, Anthropologie",7,5.0,0
"['Numérique et Sciences Informatiques', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences du langage - Linguistique,0,0.0,0
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",Licence Formation générale aux métiers de l'ingénieur,47,27.0,5
"['Numérique et Sciences Informatiques', 'Physique-Chimie']",Licence Sciences de l'information et de la communication,20,12.0,3
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Licence Sciences de l'information et de la communication,65,39.0,10
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Licence Sciences politiques,34,4.0,1
"['Numérique et Sciences Informatiques', 'Sciences économiques et sociales']",Autres formations,83,35.0,11
"['Numérique et Sciences Informatiques', 'Sciences de la vie et de la terre']",Licence Sciences politiques,2,0.0,0
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence AES,6,4.0,1
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",Licence STAPS,27,16.0,9
"['Numérique et Sciences Informatiques', ""Sciences de l'ingénieur""]",CPGE ECG,0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]",Licence Physique,0,0.0,0
"['Physique-Chimie', ""Littératures, langues et culture de l'antiquité""]","Licence Sciences de l'univers, de la terre, de l'espace",0,0.0,0
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Formation générale aux métiers de l'ingénieur,151,100.0,17
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Pluri Sciences fondamentales et applications,3,0.0,0
"['Physique-Chimie', ""Sciences de l'ingénieur""]",Licence Pluri Sciences économiques - Gestion,25,15.0,5
"['Sciences économiques et sociales', ""Littératures, langues et culture de l'antiquité""]",Licence Langues et littératures françaises,2,2.0,0
"['Sciences économiques et sociales', ""Littératures, langues et culture de l'antiquité""]",BUT Production,0,0.0,0
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Licence Arts,1,1.0,1
"['Sciences de la vie et de la terre', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences de gestion,0,0.0,0
"['Arts', ""Littératures, langues et culture de l'antiquité""]",Licence Sciences et technologies industrielles,0,0.0,0
"['Arts', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Electronique, Génie électrique, EEA",0,0.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']","Licence Psychlogie, Sciences cognitives",1,1.0,0
"['Biologie-Ecologie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence Sciences et technologies industrielles,0,0.0,0
"['Biologie-Ecologie', 'Mathématiques']","Licence Electronique, Génie électrique, EEA",0,0.0,0
"['Biologie-Ecologie', 'Mathématiques']",Licence Langues et littératures françaises,4,4.0,1
"['Biologie-Ecologie', 'Mathématiques']",Licence Physique et chimie,0,0.0,0
"['Physique-Chimie', 'Biologie-Ecologie']",Licence Informatique,6,4.0,0
"['Physique-Chimie', 'Biologie-Ecologie']",Autres formations,81,26.0,13
"['Sciences économiques et sociales', 'Biologie-Ecologie']",Licence Pluri Droit - Sciences éco - AES,0,0.0,0
"['Sciences économiques et sociales', 'Biologie-Ecologie']",BTS agricole,0,0.0,0
"['Humanités, Littérature et Philosophie', 'Langues, Littératures et Cultures Etrangères et Régionales']",Licence STAPS,201,88.0,47
"['Humanités, Littérature et Philosophie', 'Mathématiques']",Licence Pluri Langues,4,4.0,0
"['Humanités, Littérature et Philosophie', 'Mathématiques']",Licence Sciences du langage - Linguistique,66,62.0,12
"['Humanités, Littérature et Philosophie', 'Mathématiques']",Licence Sciences et technologies industrielles,19,12.0,5
"['Humanités, Littérature et Philosophie', 'Mathématiques']",BTS production,11,3.0,1
"['Humanités, Littérature et Philosophie', 'Mathématiques']",Formations d'ART,68,30.0,14
